Sample in Buffer,Sample in Window,TRIGGER,block_design_i/system_ila_ad_if/inst/probe0_1[13:0],block_design_i/system_ila_ad_if/inst/probe1_1,block_design_i/system_ila_ad_if/inst/probe2_1[13:0],block_design_i/system_ila_ad_if/inst/probe3_1[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,HEX,SIGNED,HEX
16572,16572,0,-7491,1,3323,00000001
16573,16573,0,3323,1,-7544,00000001
16574,16574,0,-7544,1,-4837,00000001
16575,16575,0,-4837,1,-7485,00000001
16576,16576,0,-7485,1,3322,00000001
16577,16577,0,3322,1,-7540,00000001
16578,16578,0,-7540,1,-4838,00000001
16579,16579,0,-4838,1,-7483,00000001
16580,16580,0,-7483,1,3323,00000001
16581,16581,0,3323,1,-7540,00000001
16582,16582,0,-7540,1,-4843,00000001
16583,16583,0,-4843,1,-7472,00000001
16584,16584,0,-7472,1,3320,00000001
16585,16585,0,3320,1,-7550,00000001
16586,16586,0,-7550,1,-4841,00000001
16587,16587,0,-4841,1,-7473,00000001
16588,16588,0,-7473,1,3318,00000001
16589,16589,0,3318,1,-7552,00000001
16590,16590,0,-7552,1,-4844,00000001
16591,16591,0,-4844,1,-7467,00000001
16592,16592,0,-7467,1,3318,00000001
16593,16593,0,3318,1,-7553,00000001
16594,16594,0,-7553,1,-4842,00000001
16595,16595,0,-4842,1,-7462,00000001
16596,16596,0,-7462,1,3315,00000001
16597,16597,0,3315,1,-7567,00000001
16598,16598,0,-7567,1,-4843,00000001
16599,16599,0,-4843,1,-7450,00000001
16600,16600,0,-7450,1,3315,00000001
16601,16601,0,3315,1,-7567,00000001
16602,16602,0,-7567,1,-4844,00000001
16603,16603,0,-4844,1,-7444,00000001
16604,16604,0,-7444,1,3316,00000001
16605,16605,0,3316,1,-7570,00000001
16606,16606,0,-7570,1,-4840,00000001
16607,16607,0,-4840,1,-7431,00000001
16608,16608,0,-7431,1,3312,00000001
16609,16609,0,3312,1,-7578,00000001
16610,16610,0,-7578,1,-4842,00000001
16611,16611,0,-4842,1,-7434,00000001
16612,16612,0,-7434,1,3307,00000001
16613,16613,0,3307,1,-7582,00000001
16614,16614,0,-7582,1,-4840,00000001
16615,16615,0,-4840,1,-7435,00000001
16616,16616,0,-7435,1,3311,00000001
16617,16617,0,3311,1,-7571,00000001
16618,16618,0,-7571,1,-4841,00000001
16619,16619,0,-4841,1,-7436,00000001
16620,16620,0,-7436,1,3313,00000001
16621,16621,0,3313,1,-7572,00000001
16622,16622,0,-7572,1,-4841,00000001
16623,16623,0,-4841,1,-7443,00000001
16624,16624,0,-7443,1,3312,00000001
16625,16625,0,3312,1,-7565,00000001
16626,16626,0,-7565,1,-4842,00000001
16627,16627,0,-4842,1,-7449,00000001
16628,16628,0,-7449,1,3311,00000001
16629,16629,0,3311,1,-7562,00000001
16630,16630,0,-7562,1,-4841,00000001
16631,16631,0,-4841,1,-7458,00000001
16632,16632,0,-7458,1,3316,00000001
16633,16633,0,3316,1,-7561,00000001
16634,16634,0,-7561,1,-4846,00000001
16635,16635,0,-4846,1,-7457,00000001
16636,16636,0,-7457,1,3316,00000001
16637,16637,0,3316,1,-7553,00000001
16638,16638,0,-7553,1,-4838,00000001
16639,16639,0,-4838,1,-7469,00000001
16640,16640,0,-7469,1,3321,00000001
16641,16641,0,3321,1,-7553,00000001
16642,16642,0,-7553,1,-4836,00000001
16643,16643,0,-4836,1,-7470,00000001
16644,16644,0,-7470,1,3320,00000001
16645,16645,0,3320,1,-7552,00000001
16646,16646,0,-7552,1,-4836,00000001
16647,16647,0,-4836,1,-7479,00000001
16648,16648,0,-7479,1,3321,00000001
16649,16649,0,3321,1,-7542,00000001
16650,16650,0,-7542,1,-4844,00000001
16651,16651,0,-4844,1,-7478,00000001
16652,16652,0,-7478,1,3319,00000001
16653,16653,0,3319,1,-7541,00000001
16654,16654,0,-7541,1,-4845,00000001
16655,16655,0,-4845,1,-7486,00000001
16656,16656,0,-7486,1,3320,00000001
16657,16657,0,3320,1,-7535,00000001
16658,16658,0,-7535,1,-4835,00000001
16659,16659,0,-4835,1,-7480,00000001
16660,16660,0,-7480,1,3318,00000001
16661,16661,0,3318,1,-7540,00000001
16662,16662,0,-7540,1,-4831,00000001
16663,16663,0,-4831,1,-7489,00000001
16664,16664,0,-7489,1,3314,00000001
16665,16665,0,3314,1,-7536,00000001
16666,16666,0,-7536,1,-4835,00000001
16667,16667,0,-4835,1,-7497,00000001
16668,16668,0,-7497,1,3323,00000001
16669,16669,0,3323,1,-7536,00000001
16670,16670,0,-7536,1,-4842,00000001
16671,16671,0,-4842,1,-7494,00000001
16672,16672,0,-7494,1,3329,00000001
16673,16673,0,3329,1,-7542,00000001
16674,16674,0,-7542,1,-4844,00000001
16675,16675,0,-4844,1,-7483,00000001
16676,16676,0,-7483,1,3325,00000001
16677,16677,0,3325,1,-7540,00000001
16678,16678,0,-7540,1,-4838,00000001
16679,16679,0,-4838,1,-7486,00000001
16680,16680,0,-7486,1,3320,00000001
16681,16681,0,3320,1,-7536,00000001
16682,16682,0,-7536,1,-4842,00000001
16683,16683,0,-4842,1,-7487,00000001
16684,16684,0,-7487,1,3327,00000001
16685,16685,0,3327,1,-7550,00000001
16686,16686,0,-7550,1,-4846,00000001
16687,16687,0,-4846,1,-7472,00000001
16688,16688,0,-7472,1,3316,00000001
16689,16689,0,3316,1,-7554,00000001
16690,16690,0,-7554,1,-4843,00000001
16691,16691,0,-4843,1,-7462,00000001
16692,16692,0,-7462,1,3312,00000001
16693,16693,0,3312,1,-7561,00000001
16694,16694,0,-7561,1,-4833,00000001
16695,16695,0,-4833,1,-7465,00000001
16696,16696,0,-7465,1,3316,00000001
16697,16697,0,3316,1,-7554,00000001
16698,16698,0,-7554,1,-4847,00000001
16699,16699,0,-4847,1,-7447,00000001
16700,16700,0,-7447,1,3320,00000001
16701,16701,0,3320,1,-7569,00000001
16702,16702,0,-7569,1,-4842,00000001
16703,16703,0,-4842,1,-7444,00000001
16704,16704,0,-7444,1,3315,00000001
16705,16705,0,3315,1,-7579,00000001
16706,16706,0,-7579,1,-4840,00000001
16707,16707,0,-4840,1,-7448,00000001
16708,16708,0,-7448,1,3314,00000001
16709,16709,0,3314,1,-7577,00000001
16710,16710,0,-7577,1,-4845,00000001
16711,16711,0,-4845,1,-7431,00000001
16712,16712,0,-7431,1,3310,00000001
16713,16713,0,3310,1,-7578,00000001
16714,16714,0,-7578,1,-4842,00000001
16715,16715,0,-4842,1,-7437,00000001
16716,16716,0,-7437,1,3307,00000001
16717,16717,0,3307,1,-7577,00000001
16718,16718,0,-7577,1,-4842,00000001
16719,16719,0,-4842,1,-7437,00000001
16720,16720,0,-7437,1,3309,00000001
16721,16721,0,3309,1,-7569,00000001
16722,16722,0,-7569,1,-4841,00000001
16723,16723,0,-4841,1,-7442,00000001
16724,16724,0,-7442,1,3310,00000001
16725,16725,0,3310,1,-7564,00000001
16726,16726,0,-7564,1,-4843,00000001
16727,16727,0,-4843,1,-7450,00000001
16728,16728,0,-7450,1,3313,00000001
16729,16729,0,3313,1,-7562,00000001
16730,16730,0,-7562,1,-4840,00000001
16731,16731,0,-4840,1,-7453,00000001
16732,16732,0,-7453,1,3312,00000001
16733,16733,0,3312,1,-7558,00000001
16734,16734,0,-7558,1,-4836,00000001
16735,16735,0,-4836,1,-7460,00000001
16736,16736,0,-7460,1,3314,00000001
16737,16737,0,3314,1,-7554,00000001
16738,16738,0,-7554,1,-4843,00000001
16739,16739,0,-4843,1,-7467,00000001
16740,16740,0,-7467,1,3318,00000001
16741,16741,0,3318,1,-7553,00000001
16742,16742,0,-7553,1,-4845,00000001
16743,16743,0,-4845,1,-7473,00000001
16744,16744,0,-7473,1,3319,00000001
16745,16745,0,3319,1,-7548,00000001
16746,16746,0,-7548,1,-4836,00000001
16747,16747,0,-4836,1,-7480,00000001
16748,16748,0,-7480,1,3317,00000001
16749,16749,0,3317,1,-7538,00000001
16750,16750,0,-7538,1,-4840,00000001
16751,16751,0,-4840,1,-7484,00000001
16752,16752,0,-7484,1,3326,00000001
16753,16753,0,3326,1,-7539,00000001
16754,16754,0,-7539,1,-4844,00000001
16755,16755,0,-4844,1,-7482,00000001
16756,16756,0,-7482,1,3321,00000001
16757,16757,0,3321,1,-7542,00000001
16758,16758,0,-7542,1,-4835,00000001
16759,16759,0,-4835,1,-7488,00000001
16760,16760,0,-7488,1,3325,00000001
16761,16761,0,3325,1,-7531,00000001
16762,16762,0,-7531,1,-4836,00000001
16763,16763,0,-4836,1,-7491,00000001
16764,16764,0,-7491,1,3323,00000001
16765,16765,0,3323,1,-7535,00000001
16766,16766,0,-7535,1,-4842,00000001
16767,16767,0,-4842,1,-7493,00000001
16768,16768,0,-7493,1,3324,00000001
16769,16769,0,3324,1,-7532,00000001
16770,16770,0,-7532,1,-4842,00000001
16771,16771,0,-4842,1,-7494,00000001
16772,16772,0,-7494,1,3326,00000001
16773,16773,0,3326,1,-7536,00000001
16774,16774,0,-7536,1,-4838,00000001
16775,16775,0,-4838,1,-7490,00000001
16776,16776,0,-7490,1,3324,00000001
16777,16777,0,3324,1,-7539,00000001
16778,16778,0,-7539,1,-4839,00000001
16779,16779,0,-4839,1,-7488,00000001
16780,16780,0,-7488,1,3322,00000001
16781,16781,0,3322,1,-7534,00000001
16782,16782,0,-7534,1,-4843,00000001
16783,16783,0,-4843,1,-7477,00000001
16784,16784,0,-7477,1,3322,00000001
16785,16785,0,3322,1,-7545,00000001
16786,16786,0,-7545,1,-4843,00000001
16787,16787,0,-4843,1,-7471,00000001
16788,16788,0,-7471,1,3320,00000001
16789,16789,0,3320,1,-7547,00000001
16790,16790,0,-7547,1,-4838,00000001
16791,16791,0,-4838,1,-7468,00000001
16792,16792,0,-7468,1,3319,00000001
16793,16793,0,3319,1,-7554,00000001
16794,16794,0,-7554,1,-4843,00000001
16795,16795,0,-4843,1,-7457,00000001
16796,16796,0,-7457,1,3321,00000001
16797,16797,0,3321,1,-7557,00000001
16798,16798,0,-7557,1,-4844,00000001
16799,16799,0,-4844,1,-7451,00000001
16800,16800,0,-7451,1,3317,00000001
16801,16801,0,3317,1,-7571,00000001
16802,16802,0,-7571,1,-4838,00000001
16803,16803,0,-4838,1,-7445,00000001
16804,16804,0,-7445,1,3313,00000001
16805,16805,0,3313,1,-7575,00000001
16806,16806,0,-7575,1,-4845,00000001
16807,16807,0,-4845,1,-7441,00000001
16808,16808,0,-7441,1,3312,00000001
16809,16809,0,3312,1,-7574,00000001
16810,16810,0,-7574,1,-4843,00000001
16811,16811,0,-4843,1,-7431,00000001
16812,16812,0,-7431,1,3312,00000001
16813,16813,0,3312,1,-7580,00000001
16814,16814,0,-7580,1,-4839,00000001
16815,16815,0,-4839,1,-7434,00000001
16816,16816,0,-7434,1,3306,00000001
16817,16817,0,3306,1,-7574,00000001
16818,16818,0,-7574,1,-4838,00000001
16819,16819,0,-4838,1,-7439,00000001
16820,16820,0,-7439,1,3311,00000001
16821,16821,0,3311,1,-7572,00000001
16822,16822,0,-7572,1,-4843,00000001
16823,16823,0,-4843,1,-7448,00000001
16824,16824,0,-7448,1,3314,00000001
16825,16825,0,3314,1,-7567,00000001
16826,16826,0,-7567,1,-4845,00000001
16827,16827,0,-4845,1,-7451,00000001
16828,16828,0,-7451,1,3314,00000001
16829,16829,0,3314,1,-7554,00000001
16830,16830,0,-7554,1,-4842,00000001
16831,16831,0,-4842,1,-7456,00000001
16832,16832,0,-7456,1,3313,00000001
16833,16833,0,3313,1,-7562,00000001
16834,16834,0,-7562,1,-4841,00000001
16835,16835,0,-4841,1,-7465,00000001
16836,16836,0,-7465,1,3315,00000001
16837,16837,0,3315,1,-7550,00000001
16838,16838,0,-7550,1,-4840,00000001
16839,16839,0,-4840,1,-7470,00000001
16840,16840,0,-7470,1,3314,00000001
16841,16841,0,3314,1,-7546,00000001
16842,16842,0,-7546,1,-4843,00000001
16843,16843,0,-4843,1,-7476,00000001
16844,16844,0,-7476,1,3320,00000001
16845,16845,0,3320,1,-7544,00000001
16846,16846,0,-7544,1,-4842,00000001
16847,16847,0,-4842,1,-7476,00000001
16848,16848,0,-7476,1,3317,00000001
16849,16849,0,3317,1,-7538,00000001
16850,16850,0,-7538,1,-4841,00000001
16851,16851,0,-4841,1,-7476,00000001
16852,16852,0,-7476,1,3321,00000001
16853,16853,0,3321,1,-7536,00000001
16854,16854,0,-7536,1,-4840,00000001
16855,16855,0,-4840,1,-7483,00000001
16856,16856,0,-7483,1,3321,00000001
16857,16857,0,3321,1,-7534,00000001
16858,16858,0,-7534,1,-4846,00000001
16859,16859,0,-4846,1,-7490,00000001
16860,16860,0,-7490,1,3327,00000001
16861,16861,0,3327,1,-7537,00000001
16862,16862,0,-7537,1,-4842,00000001
16863,16863,0,-4842,1,-7489,00000001
16864,16864,0,-7489,1,3321,00000001
16865,16865,0,3321,1,-7530,00000001
16866,16866,0,-7530,1,-4843,00000001
16867,16867,0,-4843,1,-7491,00000001
16868,16868,0,-7491,1,3326,00000001
16869,16869,0,3326,1,-7532,00000001
16870,16870,0,-7532,1,-4842,00000001
16871,16871,0,-4842,1,-7493,00000001
16872,16872,0,-7493,1,3322,00000001
16873,16873,0,3322,1,-7533,00000001
16874,16874,0,-7533,1,-4837,00000001
16875,16875,0,-4837,1,-7491,00000001
16876,16876,0,-7491,1,3322,00000001
16877,16877,0,3322,1,-7532,00000001
16878,16878,0,-7532,1,-4839,00000001
16879,16879,0,-4839,1,-7485,00000001
16880,16880,0,-7485,1,3321,00000001
16881,16881,0,3321,1,-7543,00000001
16882,16882,0,-7543,1,-4842,00000001
16883,16883,0,-4842,1,-7484,00000001
16884,16884,0,-7484,1,3321,00000001
16885,16885,0,3321,1,-7542,00000001
16886,16886,0,-7542,1,-4839,00000001
16887,16887,0,-4839,1,-7478,00000001
16888,16888,0,-7478,1,3320,00000001
16889,16889,0,3320,1,-7544,00000001
16890,16890,0,-7544,1,-4841,00000001
16891,16891,0,-4841,1,-7472,00000001
16892,16892,0,-7472,1,3318,00000001
16893,16893,0,3318,1,-7552,00000001
16894,16894,0,-7552,1,-4842,00000001
16895,16895,0,-4842,1,-7464,00000001
16896,16896,0,-7464,1,3315,00000001
16897,16897,0,3315,1,-7556,00000001
16898,16898,0,-7556,1,-4845,00000001
16899,16899,0,-4845,1,-7454,00000001
16900,16900,0,-7454,1,3317,00000001
16901,16901,0,3317,1,-7567,00000001
16902,16902,0,-7567,1,-4842,00000001
16903,16903,0,-4842,1,-7452,00000001
16904,16904,0,-7452,1,3318,00000001
16905,16905,0,3318,1,-7575,00000001
16906,16906,0,-7575,1,-4842,00000001
16907,16907,0,-4842,1,-7442,00000001
16908,16908,0,-7442,1,3314,00000001
16909,16909,0,3314,1,-7578,00000001
16910,16910,0,-7578,1,-4838,00000001
16911,16911,0,-4838,1,-7435,00000001
16912,16912,0,-7435,1,3310,00000001
16913,16913,0,3310,1,-7575,00000001
16914,16914,0,-7575,1,-4839,00000001
16915,16915,0,-4839,1,-7442,00000001
16916,16916,0,-7442,1,3310,00000001
16917,16917,0,3310,1,-7569,00000001
16918,16918,0,-7569,1,-4844,00000001
16919,16919,0,-4844,1,-7439,00000001
16920,16920,0,-7439,1,3310,00000001
16921,16921,0,3310,1,-7578,00000001
16922,16922,0,-7578,1,-4842,00000001
16923,16923,0,-4842,1,-7448,00000001
16924,16924,0,-7448,1,3313,00000001
16925,16925,0,3313,1,-7572,00000001
16926,16926,0,-7572,1,-4841,00000001
16927,16927,0,-4841,1,-7447,00000001
16928,16928,0,-7447,1,3310,00000001
16929,16929,0,3310,1,-7559,00000001
16930,16930,0,-7559,1,-4843,00000001
16931,16931,0,-4843,1,-7454,00000001
16932,16932,0,-7454,1,3309,00000001
16933,16933,0,3309,1,-7556,00000001
16934,16934,0,-7556,1,-4843,00000001
16935,16935,0,-4843,1,-7462,00000001
16936,16936,0,-7462,1,3319,00000001
16937,16937,0,3319,1,-7549,00000001
16938,16938,0,-7549,1,-4843,00000001
16939,16939,0,-4843,1,-7467,00000001
16940,16940,0,-7467,1,3319,00000001
16941,16941,0,3319,1,-7548,00000001
16942,16942,0,-7548,1,-4839,00000001
16943,16943,0,-4839,1,-7479,00000001
16944,16944,0,-7479,1,3321,00000001
16945,16945,0,3321,1,-7545,00000001
16946,16946,0,-7545,1,-4838,00000001
16947,16947,0,-4838,1,-7485,00000001
16948,16948,0,-7485,1,3320,00000001
16949,16949,0,3320,1,-7537,00000001
16950,16950,0,-7537,1,-4844,00000001
16951,16951,0,-4844,1,-7489,00000001
16952,16952,0,-7489,1,3323,00000001
16953,16953,0,3323,1,-7538,00000001
16954,16954,0,-7538,1,-4838,00000001
16955,16955,0,-4838,1,-7490,00000001
16956,16956,0,-7490,1,3321,00000001
16957,16957,0,3321,1,-7536,00000001
16958,16958,0,-7536,1,-4841,00000001
16959,16959,0,-4841,1,-7492,00000001
16960,16960,0,-7492,1,3322,00000001
16961,16961,0,3322,1,-7531,00000001
16962,16962,0,-7531,1,-4844,00000001
16963,16963,0,-4844,1,-7492,00000001
16964,16964,0,-7492,1,3329,00000001
16965,16965,0,3329,1,-7531,00000001
16966,16966,0,-7531,1,-4845,00000001
16967,16967,0,-4845,1,-7494,00000001
16968,16968,0,-7494,1,3327,00000001
16969,16969,0,3327,1,-7528,00000001
16970,16970,0,-7528,1,-4844,00000001
16971,16971,0,-4844,1,-7493,00000001
16972,16972,0,-7493,1,3326,00000001
16973,16973,0,3326,1,-7540,00000001
16974,16974,0,-7540,1,-4839,00000001
16975,16975,0,-4839,1,-7493,00000001
16976,16976,0,-7493,1,3323,00000001
16977,16977,0,3323,1,-7536,00000001
16978,16978,0,-7536,1,-4839,00000001
16979,16979,0,-4839,1,-7486,00000001
16980,16980,0,-7486,1,3320,00000001
16981,16981,0,3320,1,-7541,00000001
16982,16982,0,-7541,1,-4840,00000001
16983,16983,0,-4840,1,-7481,00000001
16984,16984,0,-7481,1,3316,00000001
16985,16985,0,3316,1,-7534,00000001
16986,16986,0,-7534,1,-4840,00000001
16987,16987,0,-4840,1,-7480,00000001
16988,16988,0,-7480,1,3322,00000001
16989,16989,0,3322,1,-7545,00000001
16990,16990,0,-7545,1,-4843,00000001
16991,16991,0,-4843,1,-7471,00000001
16992,16992,0,-7471,1,3323,00000001
16993,16993,0,3323,1,-7557,00000001
16994,16994,0,-7557,1,-4840,00000001
16995,16995,0,-4840,1,-7459,00000001
16996,16996,0,-7459,1,3317,00000001
16997,16997,0,3317,1,-7567,00000001
16998,16998,0,-7567,1,-4834,00000001
16999,16999,0,-4834,1,-7455,00000001
17000,17000,0,-7455,1,3315,00000001
17001,17001,0,3315,1,-7560,00000001
17002,17002,0,-7560,1,-4843,00000001
17003,17003,0,-4843,1,-7445,00000001
17004,17004,0,-7445,1,3319,00000001
17005,17005,0,3319,1,-7574,00000001
17006,17006,0,-7574,1,-4840,00000001
17007,17007,0,-4840,1,-7441,00000001
17008,17008,0,-7441,1,3316,00000001
17009,17009,0,3316,1,-7573,00000001
17010,17010,0,-7573,1,-4840,00000001
17011,17011,0,-4840,1,-7440,00000001
17012,17012,0,-7440,1,3308,00000001
17013,17013,0,3308,1,-7572,00000001
17014,17014,0,-7572,1,-4838,00000001
17015,17015,0,-4838,1,-7442,00000001
17016,17016,0,-7442,1,3312,00000001
17017,17017,0,3312,1,-7571,00000001
17018,17018,0,-7571,1,-4845,00000001
17019,17019,0,-4845,1,-7442,00000001
17020,17020,0,-7442,1,3314,00000001
17021,17021,0,3314,1,-7569,00000001
17022,17022,0,-7569,1,-4842,00000001
17023,17023,0,-4842,1,-7449,00000001
17024,17024,0,-7449,1,3311,00000001
17025,17025,0,3311,1,-7566,00000001
17026,17026,0,-7566,1,-4839,00000001
17027,17027,0,-4839,1,-7449,00000001
17028,17028,0,-7449,1,3313,00000001
17029,17029,0,3313,1,-7558,00000001
17030,17030,0,-7558,1,-4840,00000001
17031,17031,0,-4840,1,-7459,00000001
17032,17032,0,-7459,1,3317,00000001
17033,17033,0,3317,1,-7557,00000001
17034,17034,0,-7557,1,-4844,00000001
17035,17035,0,-4844,1,-7465,00000001
17036,17036,0,-7465,1,3314,00000001
17037,17037,0,3314,1,-7551,00000001
17038,17038,0,-7551,1,-4842,00000001
17039,17039,0,-4842,1,-7471,00000001
17040,17040,0,-7471,1,3316,00000001
17041,17041,0,3316,1,-7546,00000001
17042,17042,0,-7546,1,-4840,00000001
17043,17043,0,-4840,1,-7480,00000001
17044,17044,0,-7480,1,3323,00000001
17045,17045,0,3323,1,-7544,00000001
17046,17046,0,-7544,1,-4839,00000001
17047,17047,0,-4839,1,-7481,00000001
17048,17048,0,-7481,1,3320,00000001
17049,17049,0,3320,1,-7545,00000001
17050,17050,0,-7545,1,-4843,00000001
17051,17051,0,-4843,1,-7485,00000001
17052,17052,0,-7485,1,3321,00000001
17053,17053,0,3321,1,-7537,00000001
17054,17054,0,-7537,1,-4841,00000001
17055,17055,0,-4841,1,-7486,00000001
17056,17056,0,-7486,1,3324,00000001
17057,17057,0,3324,1,-7537,00000001
17058,17058,0,-7537,1,-4840,00000001
17059,17059,0,-4840,1,-7490,00000001
17060,17060,0,-7490,1,3320,00000001
17061,17061,0,3320,1,-7534,00000001
17062,17062,0,-7534,1,-4840,00000001
17063,17063,0,-4840,1,-7490,00000001
17064,17064,0,-7490,1,3326,00000001
17065,17065,0,3326,1,-7535,00000001
17066,17066,0,-7535,1,-4839,00000001
17067,17067,0,-4839,1,-7495,00000001
17068,17068,0,-7495,1,3320,00000001
17069,17069,0,3320,1,-7534,00000001
17070,17070,0,-7534,1,-4841,00000001
17071,17071,0,-4841,1,-7487,00000001
17072,17072,0,-7487,1,3319,00000001
17073,17073,0,3319,1,-7533,00000001
17074,17074,0,-7533,1,-4846,00000001
17075,17075,0,-4846,1,-7494,00000001
17076,17076,0,-7494,1,3324,00000001
17077,17077,0,3324,1,-7538,00000001
17078,17078,0,-7538,1,-4842,00000001
17079,17079,0,-4842,1,-7489,00000001
17080,17080,0,-7489,1,3323,00000001
17081,17081,0,3323,1,-7540,00000001
17082,17082,0,-7540,1,-4839,00000001
17083,17083,0,-4839,1,-7479,00000001
17084,17084,0,-7479,1,3322,00000001
17085,17085,0,3322,1,-7545,00000001
17086,17086,0,-7545,1,-4841,00000001
17087,17087,0,-4841,1,-7475,00000001
17088,17088,0,-7475,1,3320,00000001
17089,17089,0,3320,1,-7550,00000001
17090,17090,0,-7550,1,-4842,00000001
17091,17091,0,-4842,1,-7472,00000001
17092,17092,0,-7472,1,3319,00000001
17093,17093,0,3319,1,-7553,00000001
17094,17094,0,-7553,1,-4841,00000001
17095,17095,0,-4841,1,-7465,00000001
17096,17096,0,-7465,1,3319,00000001
17097,17097,0,3319,1,-7556,00000001
17098,17098,0,-7556,1,-4845,00000001
17099,17099,0,-4845,1,-7456,00000001
17100,17100,0,-7456,1,3320,00000001
17101,17101,0,3320,1,-7565,00000001
17102,17102,0,-7565,1,-4846,00000001
17103,17103,0,-4846,1,-7450,00000001
17104,17104,0,-7450,1,3318,00000001
17105,17105,0,3318,1,-7569,00000001
17106,17106,0,-7569,1,-4843,00000001
17107,17107,0,-4843,1,-7440,00000001
17108,17108,0,-7440,1,3313,00000001
17109,17109,0,3313,1,-7576,00000001
17110,17110,0,-7576,1,-4844,00000001
17111,17111,0,-4844,1,-7438,00000001
17112,17112,0,-7438,1,3309,00000001
17113,17113,0,3309,1,-7575,00000001
17114,17114,0,-7575,1,-4840,00000001
17115,17115,0,-4840,1,-7438,00000001
17116,17116,0,-7438,1,3312,00000001
17117,17117,0,3312,1,-7573,00000001
17118,17118,0,-7573,1,-4840,00000001
17119,17119,0,-4840,1,-7442,00000001
17120,17120,0,-7442,1,3314,00000001
17121,17121,0,3314,1,-7568,00000001
17122,17122,0,-7568,1,-4842,00000001
17123,17123,0,-4842,1,-7449,00000001
17124,17124,0,-7449,1,3312,00000001
17125,17125,0,3312,1,-7565,00000001
17126,17126,0,-7565,1,-4841,00000001
17127,17127,0,-4841,1,-7457,00000001
17128,17128,0,-7457,1,3315,00000001
17129,17129,0,3315,1,-7561,00000001
17130,17130,0,-7561,1,-4839,00000001
17131,17131,0,-4839,1,-7456,00000001
17132,17132,0,-7456,1,3313,00000001
17133,17133,0,3313,1,-7556,00000001
17134,17134,0,-7556,1,-4842,00000001
17135,17135,0,-4842,1,-7465,00000001
17136,17136,0,-7465,1,3316,00000001
17137,17137,0,3316,1,-7556,00000001
17138,17138,0,-7556,1,-4841,00000001
17139,17139,0,-4841,1,-7471,00000001
17140,17140,0,-7471,1,3319,00000001
17141,17141,0,3319,1,-7549,00000001
17142,17142,0,-7549,1,-4842,00000001
17143,17143,0,-4842,1,-7480,00000001
17144,17144,0,-7480,1,3317,00000001
17145,17145,0,3317,1,-7541,00000001
17146,17146,0,-7541,1,-4838,00000001
17147,17147,0,-4838,1,-7476,00000001
17148,17148,0,-7476,1,3319,00000001
17149,17149,0,3319,1,-7540,00000001
17150,17150,0,-7540,1,-4843,00000001
17151,17151,0,-4843,1,-7486,00000001
17152,17152,0,-7486,1,3323,00000001
17153,17153,0,3323,1,-7536,00000001
17154,17154,0,-7536,1,-4842,00000001
17155,17155,0,-4842,1,-7486,00000001
17156,17156,0,-7486,1,3325,00000001
17157,17157,0,3325,1,-7538,00000001
17158,17158,0,-7538,1,-4842,00000001
17159,17159,0,-4842,1,-7489,00000001
17160,17160,0,-7489,1,3328,00000001
17161,17161,0,3328,1,-7531,00000001
17162,17162,0,-7531,1,-4842,00000001
17163,17163,0,-4842,1,-7493,00000001
17164,17164,0,-7493,1,3322,00000001
17165,17165,0,3322,1,-7535,00000001
17166,17166,0,-7535,1,-4843,00000001
17167,17167,0,-4843,1,-7487,00000001
17168,17168,0,-7487,1,3324,00000001
17169,17169,0,3324,1,-7538,00000001
17170,17170,0,-7538,1,-4841,00000001
17171,17171,0,-4841,1,-7491,00000001
17172,17172,0,-7491,1,3320,00000001
17173,17173,0,3320,1,-7537,00000001
17174,17174,0,-7537,1,-4843,00000001
17175,17175,0,-4843,1,-7489,00000001
17176,17176,0,-7489,1,3325,00000001
17177,17177,0,3325,1,-7536,00000001
17178,17178,0,-7536,1,-4843,00000001
17179,17179,0,-4843,1,-7491,00000001
17180,17180,0,-7491,1,3327,00000001
17181,17181,0,3327,1,-7538,00000001
17182,17182,0,-7538,1,-4843,00000001
17183,17183,0,-4843,1,-7482,00000001
17184,17184,0,-7482,1,3322,00000001
17185,17185,0,3322,1,-7539,00000001
17186,17186,0,-7539,1,-4841,00000001
17187,17187,0,-4841,1,-7476,00000001
17188,17188,0,-7476,1,3319,00000001
17189,17189,0,3319,1,-7548,00000001
17190,17190,0,-7548,1,-4841,00000001
17191,17191,0,-4841,1,-7471,00000001
17192,17192,0,-7471,1,3312,00000001
17193,17193,0,3312,1,-7557,00000001
17194,17194,0,-7557,1,-4841,00000001
17195,17195,0,-4841,1,-7462,00000001
17196,17196,0,-7462,1,3317,00000001
17197,17197,0,3317,1,-7558,00000001
17198,17198,0,-7558,1,-4839,00000001
17199,17199,0,-4839,1,-7451,00000001
17200,17200,0,-7451,1,3317,00000001
17201,17201,0,3317,1,-7568,00000001
17202,17202,0,-7568,1,-4843,00000001
17203,17203,0,-4843,1,-7441,00000001
17204,17204,0,-7441,1,3317,00000001
17205,17205,0,3317,1,-7577,00000001
17206,17206,0,-7577,1,-4841,00000001
17207,17207,0,-4841,1,-7440,00000001
17208,17208,0,-7440,1,3312,00000001
17209,17209,0,3312,1,-7576,00000001
17210,17210,0,-7576,1,-4839,00000001
17211,17211,0,-4839,1,-7434,00000001
17212,17212,0,-7434,1,3308,00000001
17213,17213,0,3308,1,-7576,00000001
